,Blood,TumorCore,TumorEdge
MAR07945,1.584962500721156,3.0,2.807354922057604
MAR07948,1.584962500721156,3.0,2.807354922057604
MAR07950,1.584962500721156,3.0,2.807354922057604
MAR07952,1.584962500721156,3.0,2.807354922057604
MAR07954,0.1,0.1,0.1
MAR07955,2.807354922057604,2.0,3.169925001442312
MAR07957,7.826548487290915,6.044394119358453,7.066089190457772
MAR07958,0.0,0.0,1.0
MAR07959,1.0,0.1,0.1
MAR07962,0.1,0.1,0.1
MAR07965,1.0,0.1,0.1
MAR07968,10.814582465906277,9.479780264029099,10.329796338220701
MAR02041,10.814582465906277,9.479780264029099,10.329796338220701
MAR07970,7.499845887083206,7.839203788096944,8.554588851677638
MAR07971,0.1,0.1,0.1
MAR07972,0.1,0.1,0.1
MAR07973,0.1,0.1,0.1
MAR07974,0.0,1.584962500721156,4.0
MAR07976,2.807354922057604,3.321928094887362,3.700439718141092
MAR07978,0.0,1.584962500721156,4.0
MAR07980,0.1,0.1,0.1
MAR07984,0.1,3.0,2.321928094887362
MAR07987,0.1,3.0,2.321928094887362
MAR01944,0.0,1.584962500721156,0.0
MAR01945,0.0,1.584962500721156,0.0
MAR01952,1.0,1.584962500721156,1.584962500721156
MAR01953,1.584962500721156,3.0,2.807354922057604
MAR01958,0.0,1.584962500721156,0.0
MAR01959,5.169925001442312,4.584962500721156,4.754887502163468
MAR01960,5.169925001442312,4.584962500721156,4.754887502163468
MAR01962,1.0,1.584962500721156,1.584962500721156
MAR01963,1.584962500721156,3.0,2.807354922057604
MAR01967,0.1,0.1,0.1
MAR01968,0.1,0.1,0.1
MAR01969,0.1,0.1,0.1
MAR01970,0.1,0.1,0.1
MAR01971,0.1,0.1,0.1
MAR01973,10.814582465906277,9.479780264029099,10.329796338220701
MAR01974,10.814582465906277,9.479780264029099,10.329796338220701
MAR01976,6.409390936137702,6.149747119504682,6.954196310386875
MAR01977,6.409390936137702,6.149747119504682,6.954196310386875
MAR01978,0.0,1.0,0.0
MAR01982,0.1,0.1,0.1
MAR01983,0.1,0.1,0.1
MAR02014,0.0,0.0,1.0
MAR02015,6.409390936137702,6.149747119504682,6.954196310386875
